settlement_name,wikipedia_title,wikipedia_page_id,photo_url,photo_thumb_url,photo_width,photo_height,photo_source,photo_attribution,wikipedia_article_url,fetch_status,fetch_note
Kehidakustány,Kehidakustány,44729,https://upload.wikimedia.org/wikipedia/commons/4/46/De%C3%A1k-k%C3%BAria_%28Kehida%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/46/De%C3%A1k-k%C3%BAria_%28Kehida%29.jpg/960px-De%C3%A1k-k%C3%BAria_%28Kehida%29.jpg,800,600,wikipedia,Wikipédia – Kehidakustány,https://hu.wikipedia.org/wiki/Kehidakust%C3%A1ny,ok,
Pincehely,Pincehely,43561,https://upload.wikimedia.org/wikipedia/commons/0/0b/Pincehely%2C_r%C3%B3mai_katolikus_templom_2025_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0b/Pincehely%2C_r%C3%B3mai_katolikus_templom_2025_02.jpg/960px-Pincehely%2C_r%C3%B3mai_katolikus_templom_2025_02.jpg,800,1200,wikipedia,Wikipédia – Pincehely,https://hu.wikipedia.org/wiki/Pincehely,ok,
Zala,Zala,673586,,,,,wikipedia,Wikipédia – Zala,https://hu.wikipedia.org/wiki/Zala,no_image,Nincs kép a Wikipedia oldalon
Kőszeg,Kőszeg,11393,https://upload.wikimedia.org/wikipedia/commons/1/12/K%C5%91szeg_montage1.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/K%C5%91szeg_montage1.jpg/960px-K%C5%91szeg_montage1.jpg,800,1067,wikipedia,Wikipédia – Kőszeg,https://hu.wikipedia.org/wiki/K%C5%91szeg,ok,
Sopron,Sopron,16798,https://upload.wikimedia.org/wikipedia/commons/4/4e/Montage_of_Sopron.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Montage_of_Sopron.jpg/960px-Montage_of_Sopron.jpg,800,1067,wikipedia,Wikipédia – Sopron,https://hu.wikipedia.org/wiki/Sopron,ok,
Helesfa,Helesfa,43757,https://upload.wikimedia.org/wikipedia/commons/4/4d/Helesfai_templom.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Helesfai_templom.JPG/960px-Helesfai_templom.JPG,800,600,wikipedia,Wikipédia – Helesfa,https://hu.wikipedia.org/wiki/Helesfa,ok,
Szirák,Szirák,45229,https://upload.wikimedia.org/wikipedia/commons/0/03/Szir%C3%A1ki_evang%C3%A9likus_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/03/Szir%C3%A1ki_evang%C3%A9likus_templom.jpg/960px-Szir%C3%A1ki_evang%C3%A9likus_templom.jpg,800,600,wikipedia,Wikipédia – Szirák,https://hu.wikipedia.org/wiki/Szir%C3%A1k,ok,
Homokkomárom,Homokkomárom,44665,https://upload.wikimedia.org/wikipedia/commons/b/bc/Homokkom%C3%A1rom%2C_r%C3%B3mai_katolikus_templom_2023_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Homokkom%C3%A1rom%2C_r%C3%B3mai_katolikus_templom_2023_02.jpg/960px-Homokkom%C3%A1rom%2C_r%C3%B3mai_katolikus_templom_2023_02.jpg,800,1200,wikipedia,Wikipédia – Homokkomárom,https://hu.wikipedia.org/wiki/Homokkom%C3%A1rom,ok,
Óbarok,Óbarok,43500,https://upload.wikimedia.org/wikipedia/commons/6/67/Hungary_Fej%C3%A9r_district_%C3%93barok_village_IMG_7972_V%C3%A1li-viz_river_valley_from_north.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/6/67/Hungary_Fej%C3%A9r_district_%C3%93barok_village_IMG_7972_V%C3%A1li-viz_river_valley_from_north.JPG/960px-Hungary_Fej%C3%A9r_district_%C3%93barok_village_IMG_7972_V%C3%A1li-viz_river_valley_from_north.JPG,800,353,wikipedia,Wikipédia – Óbarok,https://hu.wikipedia.org/wiki/%C3%93barok,ok,
Tab,Tab,25538,https://upload.wikimedia.org/wikipedia/commons/7/77/Tab%2C_r%C3%B3mai_katolikus_templom_2022_04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/77/Tab%2C_r%C3%B3mai_katolikus_templom_2022_04.jpg/960px-Tab%2C_r%C3%B3mai_katolikus_templom_2022_04.jpg,800,533,wikipedia,Wikipédia – Tab,https://hu.wikipedia.org/wiki/Tab,ok,
Kondorfa,Kondorfa,44790,https://upload.wikimedia.org/wikipedia/commons/a/ac/KondorfaFototThalerTamas.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/KondorfaFototThalerTamas.JPG/960px-KondorfaFototThalerTamas.JPG,800,520,wikipedia,Wikipédia – Kondorfa,https://hu.wikipedia.org/wiki/Kondorfa,ok,
Nagygörbő,Nagygörbő,22008,https://upload.wikimedia.org/wikipedia/commons/7/7e/Zala_location_map.PNG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,800,833,wikipedia,Wikipédia – Nagygörbő,https://hu.wikipedia.org/wiki/Nagyg%C3%B6rb%C5%91,ok,
Rimóc,Rimóc,45033,https://upload.wikimedia.org/wikipedia/commons/6/62/Rim%C3%B3c.jpg,https://upload.wikimedia.org/wikipedia/commons/6/62/Rim%C3%B3c.jpg,600,400,wikipedia,Wikipédia – Rimóc,https://hu.wikipedia.org/wiki/Rim%C3%B3c,ok,
Galgamácsa,Galgamácsa,43317,https://upload.wikimedia.org/wikipedia/commons/0/08/Falum%C3%BAzeum_%287038._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/08/Falum%C3%BAzeum_%287038._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29.jpg/960px-Falum%C3%BAzeum_%287038._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29.jpg,800,600,wikipedia,Wikipédia – Galgamácsa,https://hu.wikipedia.org/wiki/Galgam%C3%A1csa,ok,
Kávás,Kávás,43109,https://upload.wikimedia.org/wikipedia/commons/5/5c/N%C3%A9pi_lak%C3%B3h%C3%A1z_-_M%C3%BAzeumh%C3%A1z.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/N%C3%A9pi_lak%C3%B3h%C3%A1z_-_M%C3%BAzeumh%C3%A1z.jpg/960px-N%C3%A9pi_lak%C3%B3h%C3%A1z_-_M%C3%BAzeumh%C3%A1z.jpg,800,436,wikipedia,Wikipédia – Kávás,https://hu.wikipedia.org/wiki/K%C3%A1v%C3%A1s,ok,
Cserszegtomaj,Cserszegtomaj,20622,https://upload.wikimedia.org/wikipedia/commons/4/41/Margit_observation_tower_2021.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Margit_observation_tower_2021.jpg/960px-Margit_observation_tower_2021.jpg,800,651,wikipedia,Wikipédia – Cserszegtomaj,https://hu.wikipedia.org/wiki/Cserszegtomaj,ok,
Harsány,Harsány,15453,https://upload.wikimedia.org/wikipedia/commons/f/f0/Hars%C3%A1ny%2C_l%C3%A9gi_fot%C3%B3.jpg,https://upload.wikimedia.org/wikipedia/commons/f/f0/Hars%C3%A1ny%2C_l%C3%A9gi_fot%C3%B3.jpg,600,400,wikipedia,Wikipédia – Harsány,https://hu.wikipedia.org/wiki/Hars%C3%A1ny,ok,
Váckisújfalu,Váckisújfalu,45249,https://upload.wikimedia.org/wikipedia/commons/9/93/V%C3%A1ckis%C3%BAjfalu%2C_evang%C3%A9likus_templom_2021_03.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/93/V%C3%A1ckis%C3%BAjfalu%2C_evang%C3%A9likus_templom_2021_03.jpg/960px-V%C3%A1ckis%C3%BAjfalu%2C_evang%C3%A9likus_templom_2021_03.jpg,800,1200,wikipedia,Wikipédia – Váckisújfalu,https://hu.wikipedia.org/wiki/V%C3%A1ckis%C3%BAjfalu,ok,
Beret,Beret,12303,https://upload.wikimedia.org/wikipedia/commons/1/1b/Bereti_lak%C3%B3h%C3%A1z.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Bereti_lak%C3%B3h%C3%A1z.jpg/960px-Bereti_lak%C3%B3h%C3%A1z.jpg,800,413,wikipedia,Wikipédia – Beret,https://hu.wikipedia.org/wiki/Beret,ok,
Telki,Telki,40396,https://upload.wikimedia.org/wikipedia/commons/6/61/Telki_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/61/Telki_templom.jpg/960px-Telki_templom.jpg,800,1067,wikipedia,Wikipédia – Telki,https://hu.wikipedia.org/wiki/Telki,ok,
Vértesszőlős,Vértesszőlős,25325,https://upload.wikimedia.org/wikipedia/commons/a/a7/V%C3%A9rtessz%C5%91l%C5%91s_paleolitic_locality_site_I_view.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/V%C3%A9rtessz%C5%91l%C5%91s_paleolitic_locality_site_I_view.JPG/960px-V%C3%A9rtessz%C5%91l%C5%91s_paleolitic_locality_site_I_view.JPG,800,600,wikipedia,Wikipédia – Vértesszőlős,https://hu.wikipedia.org/wiki/V%C3%A9rtessz%C5%91l%C5%91s,ok,
Túrony,Túrony,43985,https://upload.wikimedia.org/wikipedia/commons/4/41/Ref._templom_%281995._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/41/Ref._templom_%281995._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29.jpg/960px-Ref._templom_%281995._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29.jpg,800,600,wikipedia,Wikipédia – Túrony,https://hu.wikipedia.org/wiki/T%C3%BArony,ok,
Ravazd,Ravazd,44317,https://upload.wikimedia.org/wikipedia/commons/c/c4/Ravazdi_r%C3%B3mai_katolikus_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Ravazdi_r%C3%B3mai_katolikus_templom.jpg/960px-Ravazdi_r%C3%B3mai_katolikus_templom.jpg,800,600,wikipedia,Wikipédia – Ravazd,https://hu.wikipedia.org/wiki/Ravazd,ok,
Oroszló,Oroszló,43513,https://upload.wikimedia.org/wikipedia/commons/c/ce/Oroszl%C3%B3%2C_Pet%C5%91fi_utca.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/Oroszl%C3%B3%2C_Pet%C5%91fi_utca.jpg/960px-Oroszl%C3%B3%2C_Pet%C5%91fi_utca.jpg,800,449,wikipedia,Wikipédia – Oroszló,https://hu.wikipedia.org/wiki/Oroszl%C3%B3,ok,
Tolmács,Tolmács,714778,,,,,wikipedia,Wikipédia – Tolmács,https://hu.wikipedia.org/wiki/Tolm%C3%A1cs,no_image,Nincs kép a Wikipedia oldalon
Karmacs,Karmacs,22013,https://upload.wikimedia.org/wikipedia/commons/7/7e/Zala_location_map.PNG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,800,833,wikipedia,Wikipédia – Karmacs,https://hu.wikipedia.org/wiki/Karmacs,ok,
V. kerület,Budapest V. kerülete,16456,https://upload.wikimedia.org/wikipedia/commons/7/79/Budapest_Orsz%C3%A1gh%C3%A1z_%2831355012995%29.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Budapest_Orsz%C3%A1gh%C3%A1z_%2831355012995%29.jpg/960px-Budapest_Orsz%C3%A1gh%C3%A1z_%2831355012995%29.jpg,800,450,wikipedia,Wikipédia – Budapest V. kerülete,https://hu.wikipedia.org/wiki/Budapest_V._ker%C3%BClete,ok,
Gyenesdiás,Gyenesdiás,22024,https://upload.wikimedia.org/wikipedia/commons/e/e2/Saint_Helena_Chapel%2C_Gyenes_Cemetery%2C_Gyenesdi%C3%A1s%2C_2016_Hungary.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e2/Saint_Helena_Chapel%2C_Gyenes_Cemetery%2C_Gyenesdi%C3%A1s%2C_2016_Hungary.jpg/960px-Saint_Helena_Chapel%2C_Gyenes_Cemetery%2C_Gyenesdi%C3%A1s%2C_2016_Hungary.jpg,800,600,wikipedia,Wikipédia – Gyenesdiás,https://hu.wikipedia.org/wiki/Gyenesdi%C3%A1s,ok,
Dorog,Dorog,38210,https://upload.wikimedia.org/wikipedia/commons/3/37/Dorog_Autumn_Landscape.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/37/Dorog_Autumn_Landscape.jpg/960px-Dorog_Autumn_Landscape.jpg,800,451,wikipedia,Wikipédia – Dorog,https://hu.wikipedia.org/wiki/Dorog,ok,
Szűcsi,Szűcsi,43443,https://upload.wikimedia.org/wikipedia/commons/6/66/Sz%C3%BCcsi_l%C3%A9gi_fot%C3%B3.jpg,https://upload.wikimedia.org/wikipedia/commons/6/66/Sz%C3%BCcsi_l%C3%A9gi_fot%C3%B3.jpg,600,400,wikipedia,Wikipédia – Szűcsi,https://hu.wikipedia.org/wiki/Sz%C5%B1csi,ok,
Varsány,Varsány,1322762,,,,,wikipedia,Wikipédia – Varsány,https://hu.wikipedia.org/wiki/Vars%C3%A1ny,no_image,Nincs kép a Wikipedia oldalon
Hosszúvölgy,Hosszúvölgy,44672,https://upload.wikimedia.org/wikipedia/commons/7/73/Hossz%C3%BAv%C3%B6lgy%2C_vil%C3%A1gh%C3%A1bor%C3%BAs_eml%C3%A9km%C5%B1_2021_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/73/Hossz%C3%BAv%C3%B6lgy%2C_vil%C3%A1gh%C3%A1bor%C3%BAs_eml%C3%A9km%C5%B1_2021_01.jpg/960px-Hossz%C3%BAv%C3%B6lgy%2C_vil%C3%A1gh%C3%A1bor%C3%BAs_eml%C3%A9km%C5%B1_2021_01.jpg,800,1200,wikipedia,Wikipédia – Hosszúvölgy,https://hu.wikipedia.org/wiki/Hossz%C3%BAv%C3%B6lgy,ok,
Korlát,Korlát,127799,https://upload.wikimedia.org/wikipedia/commons/1/18/BMF_Gel%C3%A4nder.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/18/BMF_Gel%C3%A4nder.jpg/960px-BMF_Gel%C3%A4nder.jpg,800,600,wikipedia,Wikipédia – Korlát,https://hu.wikipedia.org/wiki/Korl%C3%A1t,ok,
Gétye,Gétye,42942,https://upload.wikimedia.org/wikipedia/commons/e/ed/G%C3%A9tye%2C_r%C3%B3mai_katolikus_templom_2024_01.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ed/G%C3%A9tye%2C_r%C3%B3mai_katolikus_templom_2024_01.jpg/960px-G%C3%A9tye%2C_r%C3%B3mai_katolikus_templom_2024_01.jpg,800,1200,wikipedia,Wikipédia – Gétye,https://hu.wikipedia.org/wiki/G%C3%A9tye,ok,
Söjtör,Söjtör,45099,https://upload.wikimedia.org/wikipedia/commons/5/55/Festetich-kast%C3%A9ly_S%C3%B6jt%C3%B6r.jpg,https://upload.wikimedia.org/wikipedia/commons/5/55/Festetich-kast%C3%A9ly_S%C3%B6jt%C3%B6r.jpg,800,531,wikipedia,Wikipédia – Söjtör,https://hu.wikipedia.org/wiki/S%C3%B6jt%C3%B6r,ok,
Teskánd,Teskánd,45333,https://upload.wikimedia.org/wikipedia/commons/9/95/Szent_Ilona_k%C3%A1polna_Tesk%C3%A1nd_Zalaegerszeg.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Szent_Ilona_k%C3%A1polna_Tesk%C3%A1nd_Zalaegerszeg.JPG/960px-Szent_Ilona_k%C3%A1polna_Tesk%C3%A1nd_Zalaegerszeg.JPG,800,533,wikipedia,Wikipédia – Teskánd,https://hu.wikipedia.org/wiki/Tesk%C3%A1nd,ok,
Máriakéménd,Máriakéménd,43894,https://upload.wikimedia.org/wikipedia/commons/6/64/M%C3%A1riak%C3%A9m%C3%A9nd_Nagyboldogasszony_templom.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/M%C3%A1riak%C3%A9m%C3%A9nd_Nagyboldogasszony_templom.JPG/960px-M%C3%A1riak%C3%A9m%C3%A9nd_Nagyboldogasszony_templom.JPG,800,600,wikipedia,Wikipédia – Máriakéménd,https://hu.wikipedia.org/wiki/M%C3%A1riak%C3%A9m%C3%A9nd,ok,
Bodrogkeresztúr,Bodrogkeresztúr,12540,https://upload.wikimedia.org/wikipedia/commons/f/f6/Bodrogkerszt%C3%BAri_katolikus_templom_Moln%C3%A1r_Gergely.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/Bodrogkerszt%C3%BAri_katolikus_templom_Moln%C3%A1r_Gergely.jpg/960px-Bodrogkerszt%C3%BAri_katolikus_templom_Moln%C3%A1r_Gergely.jpg,800,600,wikipedia,Wikipédia – Bodrogkeresztúr,https://hu.wikipedia.org/wiki/Bodrogkereszt%C3%BAr,ok,
Alibánfa,Alibánfa,16079,https://upload.wikimedia.org/wikipedia/commons/7/7e/Zala_location_map.PNG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,800,833,wikipedia,Wikipédia – Alibánfa,https://hu.wikipedia.org/wiki/Alib%C3%A1nfa,ok,
Fiad,Fiad,44591,https://upload.wikimedia.org/wikipedia/commons/a/a4/Fiad%2C_harangl%C3%A1b_k%C3%A1lv%C3%A1riakereszttel_2025_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a4/Fiad%2C_harangl%C3%A1b_k%C3%A1lv%C3%A1riakereszttel_2025_02.jpg/960px-Fiad%2C_harangl%C3%A1b_k%C3%A1lv%C3%A1riakereszttel_2025_02.jpg,800,1200,wikipedia,Wikipédia – Fiad,https://hu.wikipedia.org/wiki/Fiad,ok,
Iharos,Iharos,44684,https://upload.wikimedia.org/wikipedia/commons/d/d5/Somogy_location_map.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,800,1016,wikipedia,Wikipédia – Iharos,https://hu.wikipedia.org/wiki/Iharos,ok,
Kékesd,Kékesd,43780,https://upload.wikimedia.org/wikipedia/commons/d/d0/K%C3%A9kesd%2C_r%C3%B3mai_katolikus_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d0/K%C3%A9kesd%2C_r%C3%B3mai_katolikus_templom.jpg/960px-K%C3%A9kesd%2C_r%C3%B3mai_katolikus_templom.jpg,800,450,wikipedia,Wikipédia – Kékesd,https://hu.wikipedia.org/wiki/K%C3%A9kesd,ok,
Szentjakabfa,Szentjakabfa,43152,https://upload.wikimedia.org/wikipedia/commons/1/15/Szentjakabfacivertanlegi.jpg,https://upload.wikimedia.org/wikipedia/commons/1/15/Szentjakabfacivertanlegi.jpg,725,1020,wikipedia,Wikipédia – Szentjakabfa,https://hu.wikipedia.org/wiki/Szentjakabfa,ok,
Porrog,Porrog,44968,https://upload.wikimedia.org/wikipedia/commons/b/b6/Porrogi_vakolatd%C3%ADszes_n%C3%A9pi_lak%C3%B3h%C3%A1z_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Porrogi_vakolatd%C3%ADszes_n%C3%A9pi_lak%C3%B3h%C3%A1z_2.jpg/960px-Porrogi_vakolatd%C3%ADszes_n%C3%A9pi_lak%C3%B3h%C3%A1z_2.jpg,800,600,wikipedia,Wikipédia – Porrog,https://hu.wikipedia.org/wiki/Porrog,ok,
Bódvalenke,Bódvalenke,12596,https://upload.wikimedia.org/wikipedia/commons/9/9c/B%C3%B3dvalenke_Projektiroda.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9c/B%C3%B3dvalenke_Projektiroda.JPG/960px-B%C3%B3dvalenke_Projektiroda.JPG,800,600,wikipedia,Wikipédia – Bódvalenke,https://hu.wikipedia.org/wiki/B%C3%B3dvalenke,ok,
Bazsi,Bazsi,29428,https://upload.wikimedia.org/wikipedia/commons/8/8f/Nagyboldogasszony_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/Nagyboldogasszony_templom.jpg/960px-Nagyboldogasszony_templom.jpg,800,600,wikipedia,Wikipédia – Bazsi,https://hu.wikipedia.org/wiki/Bazsi,ok,
Zalalövő,Zalalövő,21252,https://upload.wikimedia.org/wikipedia/commons/a/aa/Zalal%C3%B6v%C5%91%2C_r%C3%B3mai_katolikus_templom_2024_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/a/aa/Zalal%C3%B6v%C5%91%2C_r%C3%B3mai_katolikus_templom_2024_02.jpg/960px-Zalal%C3%B6v%C5%91%2C_r%C3%B3mai_katolikus_templom_2024_02.jpg,800,1200,wikipedia,Wikipédia – Zalalövő,https://hu.wikipedia.org/wiki/Zalal%C3%B6v%C5%91,ok,
Herend,Herend,11654,https://upload.wikimedia.org/wikipedia/commons/5/58/Herend_Porcelain_Museum.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Herend_Porcelain_Museum.jpg/960px-Herend_Porcelain_Museum.jpg,800,450,wikipedia,Wikipédia – Herend,https://hu.wikipedia.org/wiki/Herend,ok,
Pamlény,Pamlény,26364,https://upload.wikimedia.org/wikipedia/commons/c/c4/CseretatPamlenyTemplom.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/c/c4/CseretatPamlenyTemplom.JPG/960px-CseretatPamlenyTemplom.JPG,800,600,wikipedia,Wikipédia – Pamlény,https://hu.wikipedia.org/wiki/Paml%C3%A9ny,ok,
Hernádvécse,Hernádvécse,17858,https://upload.wikimedia.org/wikipedia/commons/d/d8/N%C3%A9pi_lak%C3%B3h%C3%A1zak_Hern%C3%A1dv%C3%A9cs%C3%A9n.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d8/N%C3%A9pi_lak%C3%B3h%C3%A1zak_Hern%C3%A1dv%C3%A9cs%C3%A9n.jpg/960px-N%C3%A9pi_lak%C3%B3h%C3%A1zak_Hern%C3%A1dv%C3%A9cs%C3%A9n.jpg,800,450,wikipedia,Wikipédia – Hernádvécse,https://hu.wikipedia.org/wiki/Hern%C3%A1dv%C3%A9cse,ok,
Bókaháza,Bókaháza,42940,https://upload.wikimedia.org/wikipedia/commons/e/e5/B%C3%B3kah%C3%A1za%2C_r%C3%B3mai_katolikus_templom_2024_04.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e5/B%C3%B3kah%C3%A1za%2C_r%C3%B3mai_katolikus_templom_2024_04.jpg/960px-B%C3%B3kah%C3%A1za%2C_r%C3%B3mai_katolikus_templom_2024_04.jpg,800,1200,wikipedia,Wikipédia – Bókaháza,https://hu.wikipedia.org/wiki/B%C3%B3kah%C3%A1za,ok,
Bárdudvarnok,Bárdudvarnok,29195,https://upload.wikimedia.org/wikipedia/commons/7/76/B%C3%A1rdudvarnok%2C_reform%C3%A1tus_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/7/76/B%C3%A1rdudvarnok%2C_reform%C3%A1tus_templom.jpg/960px-B%C3%A1rdudvarnok%2C_reform%C3%A1tus_templom.jpg,800,1067,wikipedia,Wikipédia – Bárdudvarnok,https://hu.wikipedia.org/wiki/B%C3%A1rdudvarnok,ok,
Ortaháza,Ortaháza,43516,https://upload.wikimedia.org/wikipedia/commons/7/7e/Zala_location_map.PNG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,800,833,wikipedia,Wikipédia – Ortaháza,https://hu.wikipedia.org/wiki/Ortah%C3%A1za,ok,
Márkó,Márkó,43256,https://upload.wikimedia.org/wikipedia/commons/d/dc/M%C3%A1rk%C3%B3%2C_r%C3%B3mai_katolikus_templom_2022_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/M%C3%A1rk%C3%B3%2C_r%C3%B3mai_katolikus_templom_2022_02.jpg/960px-M%C3%A1rk%C3%B3%2C_r%C3%B3mai_katolikus_templom_2022_02.jpg,800,1200,wikipedia,Wikipédia – Márkó,https://hu.wikipedia.org/wiki/M%C3%A1rk%C3%B3,ok,
Bodrogkisfalud,Bodrogkisfalud,12541,https://upload.wikimedia.org/wikipedia/commons/4/4b/Bodrogkisfalud%2C_l%C3%A1tk%C3%A9p.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4b/Bodrogkisfalud%2C_l%C3%A1tk%C3%A9p.jpg/960px-Bodrogkisfalud%2C_l%C3%A1tk%C3%A9p.jpg,800,600,wikipedia,Wikipédia – Bodrogkisfalud,https://hu.wikipedia.org/wiki/Bodrogkisfalud,ok,
Isztimér,Isztimér,44193,https://upload.wikimedia.org/wikipedia/commons/e/e4/Isztim%C3%A9r%2C_r%C3%B3mai_katolikus_templom_2023_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/e4/Isztim%C3%A9r%2C_r%C3%B3mai_katolikus_templom_2023_02.jpg/960px-Isztim%C3%A9r%2C_r%C3%B3mai_katolikus_templom_2023_02.jpg,800,1200,wikipedia,Wikipédia – Isztimér,https://hu.wikipedia.org/wiki/Isztim%C3%A9r,ok,
Rigyác,Rigyác,42911,https://upload.wikimedia.org/wikipedia/commons/d/dc/Kerekesk%C3%BAt_Rigy%C3%A1c2.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Kerekesk%C3%BAt_Rigy%C3%A1c2.JPG/960px-Kerekesk%C3%BAt_Rigy%C3%A1c2.JPG,800,600,wikipedia,Wikipédia – Rigyác,https://hu.wikipedia.org/wiki/Rigy%C3%A1c,ok,
Újudvar,Újudvar,44704,https://upload.wikimedia.org/wikipedia/commons/f/f6/%C3%9Ajudvar_TV_tower_2012.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f6/%C3%9Ajudvar_TV_tower_2012.jpg/960px-%C3%9Ajudvar_TV_tower_2012.jpg,800,530,wikipedia,Wikipédia – Újudvar,https://hu.wikipedia.org/wiki/%C3%9Ajudvar,ok,
Csabdi,Csabdi,98166,https://upload.wikimedia.org/wikipedia/commons/d/da/Templomrom_%283585._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/d/da/Templomrom_%283585._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29_2.jpg/960px-Templomrom_%283585._sz%C3%A1m%C3%BA_m%C5%B1eml%C3%A9k%29_2.jpg,800,600,wikipedia,Wikipédia – Csabdi,https://hu.wikipedia.org/wiki/Csabdi,ok,
Maráza,Maráza,43886,https://upload.wikimedia.org/wikipedia/commons/2/2d/Mar%C3%A1za%2C_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2d/Mar%C3%A1za%2C_templom.jpg/960px-Mar%C3%A1za%2C_templom.jpg,800,1067,wikipedia,Wikipédia – Maráza,https://hu.wikipedia.org/wiki/Mar%C3%A1za,ok,
Szulimán,Szulimán,43957,https://upload.wikimedia.org/wikipedia/commons/4/4d/Szulim%C3%A1n%2C_katolikus_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Szulim%C3%A1n%2C_katolikus_templom.jpg/960px-Szulim%C3%A1n%2C_katolikus_templom.jpg,800,600,wikipedia,Wikipédia – Szulimán,https://hu.wikipedia.org/wiki/Szulim%C3%A1n,ok,
Monaj,Monaj,18605,https://upload.wikimedia.org/wikipedia/commons/5/59/Monaji_r%C3%B3mai_katolikus_templom.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/5/59/Monaji_r%C3%B3mai_katolikus_templom.jpg/960px-Monaji_r%C3%B3mai_katolikus_templom.jpg,800,600,wikipedia,Wikipédia – Monaj,https://hu.wikipedia.org/wiki/Monaj,ok,
