settlement_name,map_type,photo_thumb_url,wikipedia_article_url
Keléd,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,https://hu.wikipedia.org/wiki/Kel%C3%A9d
Teklafalu,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Teklafalu
Basal,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Basal
Magy,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Magy
Nyírkércs,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADrk%C3%A9rcs
Pusztamérges,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Csongrad_location_map.svg/960px-Csongrad_location_map.svg.png,https://hu.wikipedia.org/wiki/Pusztam%C3%A9rges
Rém,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/R%C3%A9m
Kerkabarabás,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Kerkabarab%C3%A1s
Helvécia,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Helv%C3%A9cia
Zalaerdőd,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Zalaerd%C5%91d
Szentborbás,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Szentborb%C3%A1s
Patalom,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Patalom
Bürüs,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/B%C3%BCr%C3%BCs
Újkenéz,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/%C3%9Ajken%C3%A9z
Szank,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Szank
Imrehegy,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Imrehegy
Ágasegyháza,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/%C3%81gasegyh%C3%A1za
Bácsszőlős,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/B%C3%A1cssz%C5%91l%C5%91s
Nyírlövő,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADrl%C3%B6v%C5%91
Göncruszka,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/G%C3%B6ncruszka
Piricse,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Piricse
Gilvánfa,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Gilv%C3%A1nfa
Zalameggyes,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Zalameggyes
Himod,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Gyor-Moson-Sopron_location_map.PNG/960px-Gyor-Moson-Sopron_location_map.PNG,https://hu.wikipedia.org/wiki/Himod
Bugacpusztaháza,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Bugacpusztah%C3%A1za
Timár,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Tim%C3%A1r
Lendvajakabfa,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Lendvajakabfa
Besenyőd,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Beseny%C5%91d
Csobaj,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Csobaj
Rohod,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Rohod
Mezőladány,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Mez%C5%91lad%C3%A1ny
Borgáta,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,https://hu.wikipedia.org/wiki/Borg%C3%A1ta
Kastélyosdombó,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Kast%C3%A9lyosdomb%C3%B3
Tázlár,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/T%C3%A1zl%C3%A1r
Tornyospálca,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Tornyosp%C3%A1lca
Kaskantyú,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Kaskanty%C3%BA
Egyházaskesző,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Egyh%C3%A1zaskesz%C5%91
Kemeneskápolna,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,https://hu.wikipedia.org/wiki/Kemenesk%C3%A1polna
Nagyváty,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Nagyv%C3%A1ty
Hosztót,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Hoszt%C3%B3t
Csikéria,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Csik%C3%A9ria
Bodonhely,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Gyor-Moson-Sopron_location_map.PNG/960px-Gyor-Moson-Sopron_location_map.PNG,https://hu.wikipedia.org/wiki/Bodonhely
Gyüre,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Gy%C3%BCre
Üllés,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Csongrad_location_map.svg/960px-Csongrad_location_map.svg.png,https://hu.wikipedia.org/wiki/%C3%9Cll%C3%A9s
Sényő,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/S%C3%A9ny%C5%91
Nyírtura,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADrtura
Nyírpilis,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADrpilis
Zsana,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Zsana
Nyírvasvári,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADrvasv%C3%A1ri
Tótszentgyörgy,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/T%C3%B3tszentgy%C3%B6rgy
Nyírpazony,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADrpazony
Nagyalásony,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Nagyal%C3%A1sony
Borota,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Borota
Hetyefő,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Hetyef%C5%91
Zádor,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Z%C3%A1dor
Vásárosmiske,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,https://hu.wikipedia.org/wiki/V%C3%A1s%C3%A1rosmiske
Köcsk,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,https://hu.wikipedia.org/wiki/K%C3%B6csk
Kisberzseny,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Kisberzseny
Kömpöc,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/K%C3%B6mp%C3%B6c
Somlóvecse,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Soml%C3%B3vecse
Benk,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Benk
Nyírcsászári,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADrcs%C3%A1sz%C3%A1ri
Olcsvaapáti,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Olcsvaap%C3%A1ti
Tiszanagyfalu,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Tiszanagyfalu
Külsősárd,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/K%C3%BCls%C5%91s%C3%A1rd
Nyíribrony,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADribrony
Okorág,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Okor%C3%A1g
Ipacsfa,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Ipacsfa
Kemenesmagasi,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,https://hu.wikipedia.org/wiki/Kemenesmagasi
Laskod,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Laskod
Csólyospálos,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Cs%C3%B3lyosp%C3%A1los
Milota,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Milota
Hobol,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Hobol
Zsurk,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Zsurk
Pósfa,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,https://hu.wikipedia.org/wiki/P%C3%B3sfa
Győröcske,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Gy%C5%91r%C3%B6cske
Kiscsősz,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Kiscs%C5%91sz
Malomsok,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Malomsok
Kemenesmihályfa,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,https://hu.wikipedia.org/wiki/Kemenesmih%C3%A1lyfa
Komoró,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Komor%C3%B3
Kenézlő,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Ken%C3%A9zl%C5%91
Nyírbogdány,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADrbogd%C3%A1ny
Fonó,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/d/d5/Somogy_location_map.jpg/960px-Somogy_location_map.jpg,https://hu.wikipedia.org/wiki/Fon%C3%B3_%28telep%C3%BCl%C3%A9s%29
Nyírmeggyes,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADrmeggyes
Kovácshida,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Kov%C3%A1cshida
Harkakötöny,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Bacs-Kiskun_location_map.jpg/960px-Bacs-Kiskun_location_map.jpg,https://hu.wikipedia.org/wiki/Harkak%C3%B6t%C3%B6ny
Mátyus,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/M%C3%A1tyus
Mezőgyán,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b9/Bekes_location_map.PNG/960px-Bekes_location_map.PNG,https://hu.wikipedia.org/wiki/Mez%C5%91gy%C3%A1n
Belsősárd,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Bels%C5%91s%C3%A1rd
Csögle,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Cs%C3%B6gle
Olcsva,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Olcsva
Tiszakerecseny,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Tiszakerecseny
Érpatak,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/%C3%89rpatak
Zemplénagárd,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Zempl%C3%A9nag%C3%A1rd
Ferencszállás,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Csongrad_location_map.svg/960px-Csongrad_location_map.svg.png,https://hu.wikipedia.org/wiki/Ferencsz%C3%A1ll%C3%A1s
Csonkamindszent,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Csonkamindszent
Kispirit,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Kispirit
Kokad,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Hajdu-Bihar_location_map.PNG/960px-Hajdu-Bihar_location_map.PNG,https://hu.wikipedia.org/wiki/Kokad
Vajdácska,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Vajd%C3%A1cska
Bogádmindszent,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Bog%C3%A1dmindszent
Potyond,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Gyor-Moson-Sopron_location_map.PNG/960px-Gyor-Moson-Sopron_location_map.PNG,https://hu.wikipedia.org/wiki/Potyond
Csönge,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,https://hu.wikipedia.org/wiki/Cs%C3%B6nge
Nyírgyulaj,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADrgyulaj
Paszab,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Paszab
Tiszavid,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Tiszavid
Kálmánháza,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/K%C3%A1lm%C3%A1nh%C3%A1za
Viss,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Viss
Baglad,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Zala_location_map.PNG/960px-Zala_location_map.PNG,https://hu.wikipedia.org/wiki/Baglad
Nyírtét,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Ny%C3%ADrt%C3%A9t
Kiscsécs,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/Kiscs%C3%A9cs
Adorjánháza,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Adorj%C3%A1nh%C3%A1za
Kishódos,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Kish%C3%B3dos
Beregsurány,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Beregsur%C3%A1ny
Csánig,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Vas_location_map.PNG/960px-Vas_location_map.PNG,https://hu.wikipedia.org/wiki/Cs%C3%A1nig
Nagypirit,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/1/12/Veszpr%C3%A9m_location_map.PNG/960px-Veszpr%C3%A9m_location_map.PNG,https://hu.wikipedia.org/wiki/Nagypirit
Dámóc,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/6/63/Borsod-Abauj.svg/960px-Borsod-Abauj.svg.png,https://hu.wikipedia.org/wiki/D%C3%A1m%C3%B3c
Tiszaadony,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Tiszaadony
Geszteréd,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/Geszter%C3%A9d
Forráskút,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/Csongrad_location_map.svg/960px-Csongrad_location_map.svg.png,https://hu.wikipedia.org/wiki/Forr%C3%A1sk%C3%BAt
Bököny,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/B%C3%B6k%C3%B6ny
Fényeslitke,location_map,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2b/Szabolcs-Szatmar_Bereg_location_map.svg/960px-Szabolcs-Szatmar_Bereg_location_map.svg.png,https://hu.wikipedia.org/wiki/F%C3%A9nyeslitke
Dencsháza,megye_svg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4e/Map-of-Baranya.svg/960px-Map-of-Baranya.svg.png,https://hu.wikipedia.org/wiki/Dencsh%C3%A1za
